,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.05545,0.1109,0.16635,0.2218,0.27725,0.3327,0.38815,0.4436,0.49905,0.5545,0.60995,0.6654,0.72085,0.7763,0.83175,0.8872,0.94265,0.9981,1.05355,1.109,1.16445,1.2199,1.27535,1.3308,1.38625,1.4417,1.49715,1.5526,1.60805,1.6635,1.71895,1.7744,1.82985,1.8853,1.94075,1.9962,2.05165,2.1071,2.16255,2.218,2.27345,2.3289,2.38435,2.4398,2.49525,2.5507,2.60615,2.6616,2.71705,2.7725,2.82795,2.8834,2.93885,2.9943,3.04975,3.1052,3.16065,3.2161,3.27155,3.327,3.38245,3.4379,3.49335,3.5488,3.60425,3.6597,3.71515,3.7706,3.82605,3.8815,3.93695,3.9924,4.04785,4.1033,4.1587499999999995,4.2142,4.26965,4.3251,4.3805499999999995,4.436,4.49145,4.5469,4.6023499999999995,4.6578,4.71325,4.7687,4.8241499999999995,4.8796,4.93505,4.9905,5.0459499999999995,5.1014,5.15685,5.2123,5.2677499999999995,5.3232,5.37865,5.4341,5.4895499999999995
1,0.0,0.04707,0.09414,0.14121,0.18828,0.23535,0.28242,0.32949,0.37656,0.42363,0.4707,0.5177700000000001,0.56484,0.61191,0.65898,0.7060500000000001,0.75312,0.80019,0.84726,0.8943300000000001,0.9414,0.98847,1.0355400000000001,1.08261,1.12968,1.17675,1.22382,1.27089,1.31796,1.36503,1.4121000000000001,1.45917,1.50624,1.55331,1.60038,1.64745,1.69452,1.74159,1.7886600000000001,1.83573,1.8828,1.92987,1.97694,2.02401,2.0710800000000003,2.11815,2.16522,2.21229,2.25936,2.30643,2.3535,2.40057,2.44764,2.49471,2.54178,2.58885,2.63592,2.68299,2.73006,2.77713,2.8242000000000003,2.87127,2.91834,2.96541,3.01248,3.05955,3.10662,3.15369,3.20076,3.24783,3.2949,3.34197,3.38904,3.43611,3.48318,3.53025,3.5773200000000003,3.62439,3.67146,3.71853,3.7656,3.8126700000000002,3.85974,3.90681,3.95388,4.0009500000000005,4.04802,4.09509,4.1421600000000005,4.18923,4.2363,4.28337,4.33044,4.37751,4.42458,4.47165,4.51872,4.56579,4.61286,4.65993
2,0.0,0.04556,0.09112,0.13668000000000002,0.18224,0.2278,0.27336000000000005,0.31892000000000004,0.36448,0.41004,0.4556,0.50116,0.5467200000000001,0.59228,0.6378400000000001,0.6834,0.72896,0.7745200000000001,0.82008,0.8656400000000001,0.9112,0.95676,1.00232,1.0478800000000001,1.0934400000000002,1.139,1.18456,1.23012,1.2756800000000001,1.3212400000000002,1.3668,1.41236,1.45792,1.5034800000000001,1.5490400000000002,1.5946,1.64016,1.68572,1.7312800000000002,1.7768400000000002,1.8224,1.86796,1.91352,1.9590800000000002,2.00464,2.0502000000000002,2.0957600000000003,2.1413200000000003,2.1868800000000004,2.23244,2.278,2.32356,2.36912,2.41468,2.46024,2.5058000000000002,2.5513600000000003,2.5969200000000003,2.6424800000000004,2.68804,2.7336,2.77916,2.82472,2.87028,2.91584,2.9614000000000003,3.0069600000000003,3.0525200000000003,3.0980800000000004,3.1436400000000004,3.1892,3.23476,3.28032,3.32588,3.37144,3.4170000000000003,3.4625600000000003,3.5081200000000003,3.5536800000000004,3.5992400000000004,3.6448,3.69036,3.73592,3.78148,3.82704,3.8726000000000003,3.9181600000000003,3.9637200000000004,4.00928,4.05484,4.1004000000000005,4.1459600000000005,4.191520000000001,4.237080000000001,4.282640000000001,4.328200000000001,4.373760000000001,4.41932,4.46488,4.51044
3,0.0,0.050039999999999994,0.10007999999999999,0.15011999999999998,0.20015999999999998,0.2502,0.30023999999999995,0.35028,0.40031999999999995,0.4503599999999999,0.5004,0.5504399999999999,0.6004799999999999,0.6505199999999999,0.70056,0.7505999999999999,0.8006399999999999,0.8506799999999999,0.9007199999999999,0.9507599999999999,1.0008,1.0508399999999998,1.1008799999999999,1.15092,1.2009599999999998,1.251,1.3010399999999998,1.3510799999999998,1.40112,1.4511599999999998,1.5011999999999999,1.5512399999999997,1.6012799999999998,1.65132,1.7013599999999998,1.7513999999999998,1.8014399999999997,1.8514799999999998,1.9015199999999999,1.9515599999999997,2.0016,2.05164,2.1016799999999995,2.1517199999999996,2.2017599999999997,2.2518,2.30184,2.3518799999999995,2.4019199999999996,2.4519599999999997,2.502,2.55204,2.6020799999999995,2.6521199999999996,2.7021599999999997,2.7521999999999998,2.80224,2.8522799999999995,2.9023199999999996,2.9523599999999997,3.0023999999999997,3.05244,3.1024799999999995,3.1525199999999995,3.2025599999999996,3.2525999999999997,3.30264,3.3526799999999994,3.4027199999999995,3.4527599999999996,3.5027999999999997,3.5528399999999998,3.6028799999999994,3.6529199999999995,3.7029599999999996,3.7529999999999997,3.8030399999999998,3.8530799999999994,3.9031199999999995,3.9531599999999996,4.0032,4.05324,4.10328,4.15332,4.203359999999999,4.253399999999999,4.303439999999999,4.353479999999999,4.403519999999999,4.4535599999999995,4.5036,4.55364,4.60368,4.65372,4.703759999999999,4.753799999999999,4.803839999999999,4.853879999999999,4.903919999999999,4.9539599999999995
4,0.0,0.04522,0.09044,0.13566,0.18088,0.22610000000000002,0.27132,0.31654000000000004,0.36176,0.40698,0.45220000000000005,0.49742000000000003,0.54264,0.58786,0.6330800000000001,0.6783,0.72352,0.7687400000000001,0.81396,0.85918,0.9044000000000001,0.94962,0.9948400000000001,1.04006,1.08528,1.1305,1.17572,1.2209400000000001,1.2661600000000002,1.31138,1.3566,1.40182,1.44704,1.4922600000000001,1.5374800000000002,1.5827000000000002,1.62792,1.67314,1.71836,1.7635800000000001,1.8088000000000002,1.8540200000000002,1.89924,1.94446,1.9896800000000001,2.0349,2.08012,2.12534,2.17056,2.21578,2.261,2.30622,2.35144,2.3966600000000002,2.4418800000000003,2.4871000000000003,2.5323200000000003,2.5775400000000004,2.62276,2.66798,2.7132,2.75842,2.80364,2.84886,2.89408,2.9393000000000002,2.9845200000000003,3.0297400000000003,3.0749600000000004,3.1201800000000004,3.1654000000000004,3.21062,3.25584,3.30106,3.34628,3.3915,3.43672,3.4819400000000003,3.5271600000000003,3.5723800000000003,3.6176000000000004,3.6628200000000004,3.7080400000000004,3.7532600000000005,3.79848,3.8437,3.88892,3.93414,3.9793600000000002,4.02458,4.0698,4.11502,4.16024,4.20546,4.25068,4.2959000000000005,4.34112,4.386340000000001,4.43156,4.476780000000001
5,0.0,0.04698,0.09396,0.14094,0.18792,0.2349,0.28188,0.32886,0.37584,0.42282000000000003,0.4698,0.51678,0.56376,0.6107400000000001,0.65772,0.7047,0.75168,0.79866,0.8456400000000001,0.89262,0.9396,0.98658,1.03356,1.08054,1.12752,1.1745,1.2214800000000001,1.26846,1.31544,1.36242,1.4094,1.45638,1.50336,1.55034,1.59732,1.6443,1.6912800000000001,1.7382600000000001,1.78524,1.83222,1.8792,1.92618,1.97316,2.02014,2.06712,2.1141,2.16108,2.20806,2.25504,2.30202,2.349,2.39598,2.4429600000000002,2.4899400000000003,2.53692,2.5839,2.63088,2.67786,2.72484,2.77182,2.8188,2.86578,2.91276,2.95974,3.00672,3.0537,3.10068,3.14766,3.19464,3.24162,3.2886,3.33558,3.3825600000000002,3.4295400000000003,3.4765200000000003,3.5235,3.57048,3.61746,3.66444,3.71142,3.7584,3.80538,3.85236,3.89934,3.94632,3.9933,4.04028,4.08726,4.13424,4.18122,4.2282,4.27518,4.32216,4.36914,4.41612,4.4631,4.51008,4.55706,4.60404,4.65102
6,0.0,0.05026,0.10052,0.15078,0.20104,0.25129999999999997,0.30156,0.35182,0.40208,0.45233999999999996,0.5025999999999999,0.55286,0.60312,0.65338,0.70364,0.7539,0.80416,0.85442,0.9046799999999999,0.95494,1.0051999999999999,1.05546,1.10572,1.15598,1.20624,1.2565,1.30676,1.35702,1.40728,1.45754,1.5078,1.55806,1.60832,1.65858,1.70884,1.7590999999999999,1.8093599999999999,1.85962,1.90988,1.96014,2.0103999999999997,2.06066,2.11092,2.16118,2.21144,2.2617,2.31196,2.3622199999999998,2.41248,2.46274,2.513,2.56326,2.61352,2.66378,2.71404,2.7643,2.81456,2.86482,2.91508,2.96534,3.0156,3.06586,3.11612,3.1663799999999998,3.21664,3.2669,3.31716,3.36742,3.41768,3.46794,3.5181999999999998,3.56846,3.6187199999999997,3.66898,3.71924,3.7695,3.81976,3.87002,3.92028,3.9705399999999997,4.0207999999999995,4.07106,4.12132,4.17158,4.22184,4.2721,4.32236,4.3726199999999995,4.42288,4.47314,4.5234,4.57366,4.62392,4.67418,4.7244399999999995,4.7747,4.82496,4.87522,4.92548,4.97574
7,0.0,0.03832,0.07664,0.11496,0.15328,0.1916,0.22992,0.26824,0.30656,0.34488,0.3832,0.42152,0.45984,0.49816,0.53648,0.5748,0.61312,0.65144,0.68976,0.72808,0.7664,0.80472,0.84304,0.88136,0.91968,0.958,0.99632,1.03464,1.07296,1.11128,1.1496,1.18792,1.22624,1.26456,1.30288,1.3412,1.37952,1.41784,1.45616,1.49448,1.5328,1.57112,1.60944,1.64776,1.68608,1.7244,1.76272,1.80104,1.83936,1.87768,1.916,1.95432,1.99264,2.03096,2.06928,2.1076,2.14592,2.18424,2.22256,2.26088,2.2992,2.33752,2.37584,2.41416,2.45248,2.4908,2.52912,2.56744,2.60576,2.64408,2.6824,2.72072,2.75904,2.79736,2.83568,2.874,2.91232,2.95064,2.98896,3.02728,3.0656,3.10392,3.14224,3.18056,3.21888,3.2572,3.29552,3.33384,3.37216,3.41048,3.4488,3.48712,3.52544,3.56376,3.60208,3.6404,3.67872,3.71704,3.75536,3.79368
8,0.0,0.045899999999999996,0.09179999999999999,0.1377,0.18359999999999999,0.22949999999999998,0.2754,0.3213,0.36719999999999997,0.41309999999999997,0.45899999999999996,0.5048999999999999,0.5508,0.5967,0.6426,0.6884999999999999,0.7343999999999999,0.7803,0.8261999999999999,0.8720999999999999,0.9179999999999999,0.9639,1.0097999999999998,1.0556999999999999,1.1016,1.1475,1.1934,1.2392999999999998,1.2852,1.3311,1.3769999999999998,1.4228999999999998,1.4687999999999999,1.5147,1.5606,1.6064999999999998,1.6523999999999999,1.6983,1.7441999999999998,1.7900999999999998,1.8359999999999999,1.8819,1.9278,1.9736999999999998,2.0195999999999996,2.0654999999999997,2.1113999999999997,2.1572999999999998,2.2032,2.2491,2.295,2.3409,2.3868,2.4326999999999996,2.4785999999999997,2.5244999999999997,2.5704,2.6163,2.6622,2.7081,2.7539999999999996,2.7998999999999996,2.8457999999999997,2.8916999999999997,2.9375999999999998,2.9835,3.0294,3.0753,3.1212,3.1670999999999996,3.2129999999999996,3.2588999999999997,3.3047999999999997,3.3507,3.3966,3.4425,3.4883999999999995,3.5342999999999996,3.5801999999999996,3.6260999999999997,3.6719999999999997,3.7178999999999998,3.7638,3.8097,3.8556,3.9014999999999995,3.9473999999999996,3.9932999999999996,4.039199999999999,4.0851,4.130999999999999,4.1769,4.222799999999999,4.2687,4.3145999999999995,4.3605,4.4064,4.452299999999999,4.4982,4.544099999999999
9,0.0,0.04933,0.09866,0.14799,0.19732,0.24664999999999998,0.29598,0.34531,0.39464,0.44397,0.49329999999999996,0.54263,0.59196,0.64129,0.69062,0.73995,0.78928,0.83861,0.88794,0.9372699999999999,0.9865999999999999,1.03593,1.08526,1.13459,1.18392,1.23325,1.28258,1.33191,1.38124,1.43057,1.4799,1.5292299999999999,1.57856,1.62789,1.67722,1.72655,1.77588,1.82521,1.8745399999999999,1.92387,1.9731999999999998,2.02253,2.07186,2.12119,2.17052,2.21985,2.26918,2.31851,2.36784,2.41717,2.4665,2.51583,2.56516,2.61449,2.66382,2.7131499999999997,2.76248,2.81181,2.86114,2.91047,2.9598,3.00913,3.0584599999999997,3.10779,3.15712,3.20645,3.25578,3.30511,3.35444,3.4037699999999997,3.4531,3.50243,3.55176,3.60109,3.65042,3.69975,3.7490799999999997,3.79841,3.84774,3.89707,3.9463999999999997,3.99573,4.04506,4.09439,4.14372,4.1930499999999995,4.24238,4.29171,4.34104,4.39037,4.4397,4.48903,4.53836,4.58769,4.63702,4.68635,4.73568,4.78501,4.83434,4.8836699999999995
10,0.0,0.04476,0.08952,0.13428,0.17904,0.2238,0.26856,0.31332,0.35808,0.40284000000000003,0.4476,0.49236,0.53712,0.5818800000000001,0.62664,0.6714,0.71616,0.76092,0.8056800000000001,0.85044,0.8952,0.93996,0.98472,1.02948,1.07424,1.119,1.1637600000000001,1.20852,1.25328,1.29804,1.3428,1.3875600000000001,1.43232,1.47708,1.52184,1.5666,1.6113600000000001,1.65612,1.70088,1.74564,1.7904,1.8351600000000001,1.87992,1.92468,1.96944,2.0142,2.05896,2.10372,2.14848,2.19324,2.238,2.28276,2.3275200000000003,2.37228,2.41704,2.4618,2.50656,2.55132,2.59608,2.64084,2.6856,2.73036,2.7751200000000003,2.81988,2.86464,2.9094,2.95416,2.99892,3.04368,3.0884400000000003,3.1332,3.17796,3.2227200000000003,3.26748,3.31224,3.357,3.40176,3.44652,3.49128,3.5360400000000003,3.5808,3.62556,3.6703200000000002,3.71508,3.75984,3.8046,3.84936,3.89412,3.93888,3.9836400000000003,4.0284,4.07316,4.11792,4.16268,4.20744,4.2522,4.29696,4.3417200000000005,4.38648,4.43124
11,-0.5,-0.49,-0.48,-0.47,-0.46,-0.45,-0.44,-0.43,-0.42,-0.41000000000000003,-0.4,-0.39,-0.38,-0.37,-0.36,-0.35,-0.33999999999999997,-0.32999999999999996,-0.32,-0.31,-0.3,-0.29000000000000004,-0.28,-0.27,-0.26,-0.25,-0.24,-0.22999999999999998,-0.21999999999999997,-0.21000000000000002,-0.2,-0.19,-0.18,-0.16999999999999998,-0.15999999999999998,-0.14999999999999997,-0.14,-0.13,-0.12,-0.10999999999999999,-0.09999999999999998,-0.08999999999999997,-0.08000000000000002,-0.07,-0.06,-0.04999999999999999,-0.03999999999999998,-0.02999999999999997,-0.020000000000000018,-0.010000000000000009,0.0,0.010000000000000009,0.020000000000000018,0.030000000000000027,0.040000000000000036,0.050000000000000044,0.06000000000000005,0.07000000000000006,0.07999999999999996,0.08999999999999997,0.09999999999999998,0.10999999999999999,0.12,0.13,0.14,0.15000000000000002,0.16000000000000003,0.17000000000000004,0.18000000000000005,0.19000000000000006,0.20000000000000007,0.20999999999999996,0.21999999999999997,0.22999999999999998,0.24,0.25,0.26,0.27,0.28,0.29000000000000004,0.30000000000000004,0.31000000000000005,0.32000000000000006,0.33000000000000007,0.33999999999999997,0.35,0.36,0.37,0.38,0.39,0.4,0.41000000000000003,0.42000000000000004,0.43000000000000005,0.44000000000000006,0.45000000000000007,0.45999999999999996,0.47,0.48,0.49
